date,open,high,low,close,volume,raw_close,change_percent,avg_vol_20d,Month,Interest
28/04/2015,33.615,33.635,32.3925,32.64,475696000,130.56,-1.58,178328920,2015-04,49
29/04/2015,32.54,32.8975,32.075,32.16,253544400,128.64,-1.47,182588020,2015-04,49
30/04/2015,32.16,32.16,31.145,31.2875,332781600,125.15,-2.71,191102820,2015-04,49
01/05/2015,31.525,32.5325,31.325,32.2375,234050400,128.95,3.04,196361320,2015-05,50
04/05/2015,32.375,32.6425,32.065,32.175,203953200,128.7,-0.19,199120180,2015-05,50
05/05/2015,32.0375,32.1125,31.445,31.45,197085600,125.8,-2.25,201972000,2015-05,50
06/05/2015,31.64,31.6875,30.84,31.2525,288564000,125.01,-0.63,208934360,2015-05,50
07/05/2015,31.1925,31.52,31.005,31.315,175763600,125.26,0.62,211225740,2015-05,50
08/05/2015,31.67,31.905,31.5275,31.905,222201600,127.62,1.88,214298220,2015-05,50
11/05/2015,31.8475,31.89,31.4075,31.58,168143200,126.32,-1.02,215432360,2015-05,50
12/05/2015,31.4,31.72,31.205,31.4675,192640000,125.87,-0.36,219959440,2015-05,50
13/05/2015,31.5375,31.7975,31.4675,31.5025,138776800,126.01,0.11,221104200,2015-05,50
14/05/2015,31.8525,32.2375,31.79,32.2375,180814000,128.95,2.33,224471100,2015-05,50
15/05/2015,32.2675,32.3725,32.0525,32.1925,152832000,128.77,-0.14,221721300,2015-05,50
18/05/2015,32.095,32.68,32.09,32.5475,203531600,130.19,1.1,222487020,2015-05,50
19/05/2015,32.6725,32.72,32.41,32.5175,178532800,130.07,-0.09,224926640,2015-05,50
20/05/2015,32.5,32.745,32.335,32.515,145819600,130.06,-0.01,224686720,2015-05,50
21/05/2015,32.5175,32.9075,32.4575,32.8475,158921600,131.39,1.02,223478620,2015-05,50
22/05/2015,32.9,33.2425,32.85,33.135,182384000,132.54,0.88,223692640,2015-05,50
26/05/2015,33.15,33.2275,32.28,32.405,282790400,129.62,-2.2,218441320,2015-05,50
27/05/2015,32.585,33.065,32.5125,33.01,183332800,132.04,1.87,203823160,2015-05,50
28/05/2015,32.965,32.9875,32.775,32.945,122933200,131.78,-0.2,197292600,2015-05,50
29/05/2015,32.8075,32.8625,32.475,32.57,203538000,130.28,-1.14,190830420,2015-05,50
01/06/2015,32.57,32.8475,32.5125,32.635,128451200,130.54,0.2,185550460,2015-06,53
02/06/2015,32.465,32.665,32.33,32.49,134670400,129.96,-0.44,182086320,2015-06,53
03/06/2015,32.665,32.735,32.475,32.53,123934000,130.12,0.12,178428740,2015-06,53
04/06/2015,32.395,32.645,32.2275,32.34,153800400,129.36,-0.58,171690560,2015-06,53
05/06/2015,32.375,32.4225,32.09,32.1625,142507200,128.65,-0.55,170027740,2015-06,53
08/06/2015,32.225,32.3025,31.7075,31.95,210699200,127.8,-0.66,169452620,2015-06,53
09/06/2015,31.675,32.02,31.405,31.855,224301600,127.42,-0.3,172260540,2015-06,53
10/06/2015,31.98,32.335,31.9625,32.22,156349200,128.88,1.15,170446000,2015-06,53
11/06/2015,32.295,32.545,32.12,32.1475,141563600,128.59,-0.22,170585340,2015-06,53
12/06/2015,32.0475,32.0825,31.7775,31.7925,147544800,127.17,-1.1,168921880,2015-06,53
15/06/2015,31.525,31.81,31.4275,31.73,175955600,126.92,-0.2,170078060,2015-06,53
16/06/2015,31.7575,31.9625,31.5925,31.9,125976400,127.6,0.54,166200300,2015-06,53
17/06/2015,31.93,31.97,31.685,31.825,131672400,127.3,-0.24,163857280,2015-06,53
18/06/2015,31.8075,32.0775,31.805,31.97,141628800,127.88,0.46,163647740,2015-06,53
19/06/2015,31.9275,31.955,31.6,31.65,218867600,126.6,-1,166645040,2015-06,53
22/06/2015,31.8725,32.015,31.77,31.9025,136157200,127.61,0.8,164333700,2015-06,53
23/06/2015,31.87,31.9025,31.72,31.7575,121075600,127.03,-0.45,156247960,2015-06,53
24/06/2015,31.8025,32.45,31.78,32.0275,221123600,128.11,0.85,158137500,2015-06,53
25/06/2015,32.215,32.3,31.875,31.875,127752400,127.5,-0.48,158378460,2015-06,53
26/06/2015,31.9175,31.9975,31.6275,31.6875,176267200,126.75,-0.59,157014920,2015-06,53
29/06/2015,31.365,31.6175,31.12,31.1325,196645600,124.53,-1.75,160424640,2015-06,53
30/06/2015,31.3925,31.53,31.215,31.3575,177482800,125.43,0.72,162565260,2015-06,53
01/07/2015,31.725,31.735,31.4975,31.65,120955200,126.6,0.93,162416320,2015-07,53
02/07/2015,31.6075,31.6725,31.4425,31.61,108844000,126.44,-0.13,160168500,2015-07,53
06/07/2015,31.235,31.5575,31.2125,31.5,112241600,126,-0.35,158655220,2015-07,53
07/07/2015,31.4725,31.5375,30.9425,31.4225,187787200,125.69,-0.25,157509620,2015-07,53
08/07/2015,31.12,31.16,30.635,30.6425,243046400,122.57,-2.48,158446860,2015-07,53
09/07/2015,30.9625,31.015,29.805,30.0175,314380000,120.07,-2.04,166348400,2015-07,53
10/07/2015,30.485,30.9625,30.3025,30.82,245418000,123.28,2.67,171541120,2015-07,53
13/07/2015,31.2575,31.44,31.08,31.415,165762000,125.66,1.93,172451980,2015-07,53
14/07/2015,31.51,31.5925,31.26,31.4025,127072400,125.61,-0.04,170007820,2015-07,53
15/07/2015,31.43,31.7875,31.395,31.705,134596800,126.82,0.96,170438840,2015-07,53
16/07/2015,31.935,32.1425,31.8375,32.1275,144889600,128.51,1.33,171099700,2015-07,53
17/07/2015,32.27,32.405,32.0775,32.405,184658800,129.62,0.86,173251200,2015-07,53
20/07/2015,32.7425,33.2425,32.675,33.0175,235600800,132.07,1.89,174087860,2015-07,53
21/07/2015,33.2125,33.23,32.58,32.6875,307025600,130.75,-1,182631280,2015-07,53
22/07/2015,30.4975,31.375,30.4975,31.305,461802400,125.22,-4.23,199667620,2015-07,53
23/07/2015,31.55,31.7725,31.265,31.29,203998000,125.16,-0.05,198811340,2015-07,53
24/07/2015,31.33,31.435,30.975,31.125,168649200,124.5,-0.53,200856180,2015-07,53
27/07/2015,30.7725,30.9025,30.53,30.6925,177822000,122.77,-1.39,200933920,2015-07,53
28/07/2015,30.845,30.9775,30.6375,30.845,134472400,123.38,0.5,197825260,2015-07,53
29/07/2015,30.7875,30.875,30.5675,30.7475,148046800,122.99,-0.32,196353460,2015-07,53
30/07/2015,30.58,30.6425,30.4275,30.5925,134513200,122.37,-0.5,197031360,2015-07,53
31/07/2015,30.65,30.66,30.2275,30.325,171540000,121.3,-0.87,200166160,2015-07,53
03/08/2015,30.375,30.6425,29.38,29.61,279904000,118.44,-2.36,208549280,2015-08,51
04/08/2015,29.355,29.425,28.3125,28.66,496554400,114.64,-3.21,223987640,2015-08,51
05/08/2015,28.2375,29.36,28.025,28.85,397250400,115.4,0.66,231697840,2015-08,51
06/08/2015,28.9925,29.125,28.53,28.7825,211612000,115.13,0.22,226559440,2015-08,51
07/08/2015,28.645,29.0625,28.625,28.88,154681600,115.52,0.34,222022620,2015-08,51
10/08/2015,29.1325,29.9975,29.1325,29.93,219806400,119.72,3.64,224724840,2015-08,51
11/08/2015,29.4525,29.545,28.3325,28.3725,388331200,113.49,-5.2,237787780,2015-08,51
12/08/2015,28.1325,28.855,27.4075,28.81,404870000,115.24,1.54,251301440,2015-08,51
13/08/2015,29.01,29.1,28.635,28.7875,194143200,115.15,-0.08,253764120,2015-08,51
14/08/2015,28.58,29.0775,28.5025,28.99,171718000,115.96,0.7,253117080,2015-08,51
17/08/2015,29.01,29.4125,28.875,29.29,163538800,117.16,1.03,249513980,2015-08,51
18/08/2015,29.1075,29.36,29.0025,29.125,138242800,116.5,-0.56,241074840,2015-08,51
19/08/2015,29.025,29.13,28.67,28.7525,193146000,115.01,-1.28,227642020,2015-08,51
20/08/2015,28.52,28.5875,27.9075,28.1625,274006400,112.65,-2.05,231142440,2015-08,51
21/08/2015,27.6075,27.975,26.4125,26.44,513102000,105.76,-6.12,248365080,2015-08,51
24/08/2015,23.7175,27.2,23,25.78,648825200,103.12,-2.5,271915240,2015-08,51
25/08/2015,27.7775,27.7775,25.875,25.935,414406400,103.74,0.6,285911940,2015-08,51
26/08/2015,26.7725,27.4725,26.2625,27.4225,387098400,109.69,5.74,297864520,2015-08,51
27/08/2015,28.0575,28.31,27.505,28.23,338464400,112.92,2.94,308062080,2015-08,51
28/08/2015,28.0425,28.3275,27.885,28.3225,212657600,113.29,0.33,310117960,2015-08,51
31/08/2015,28.0075,28.6325,28,28.19,224917200,112.76,-0.47,307368620,2015-08,51
01/09/2015,27.5375,27.97,26.84,26.93,307383600,107.72,-4.47,297910080,2015-09,71
02/09/2015,27.5575,28.085,27.2825,28.085,247555200,112.34,4.29,290425320,2015-09,71
03/09/2015,28.1225,28.195,27.51,27.5925,212935600,110.37,-1.75,290491500,2015-09,71
04/09/2015,27.2425,27.6125,27.1275,27.3175,199985200,109.27,-1,292756680,2015-09,71
08/09/2015,27.9375,28.14,27.58,28.0775,219374400,112.31,2.78,292735080,2015-09,71
09/09/2015,28.44,28.505,27.4425,27.5375,340043200,110.15,-1.92,290320680,2015-09,71
10/09/2015,27.5675,28.32,27.475,28.1425,251571200,112.57,2.2,282655740,2015-09,71
11/09/2015,27.9475,28.5525,27.94,28.5525,199662000,114.21,1.46,282931680,2015-09,71
14/09/2015,29.145,29.2225,28.715,28.8275,233453600,115.31,0.96,286018460,2015-09,71
15/09/2015,28.9825,29.1325,28.605,29.07,173364800,116.28,0.84,286509760,2015-09,71
16/09/2015,29.0625,29.135,28.86,29.1025,148694000,116.41,0.11,287032320,2015-09,71
17/09/2015,28.915,29.1225,28.43,28.48,256450400,113.92,-2.14,290197540,2015-09,71
18/09/2015,28.0525,28.575,27.9675,28.3625,297141200,113.45,-0.41,291354280,2015-09,71
21/09/2015,28.4175,28.8425,28.415,28.8025,200888000,115.21,1.55,275743580,2015-09,71
22/09/2015,28.345,28.545,28.13,28.35,201384800,113.4,-1.57,253371560,2015-09,71
23/09/2015,28.4075,28.68,28.325,28.58,143026800,114.32,0.81,239802580,2015-09,71
24/09/2015,28.3125,28.875,28.0925,28.75,200878000,115,0.59,230491560,2015-09,71
25/09/2015,29.11,29.1725,28.505,28.6775,224607600,114.71,-0.25,224798720,2015-09,71
28/09/2015,28.4625,28.6425,28.11,28.11,208436000,112.44,-1.98,224587640,2015-09,71
29/09/2015,28.2075,28.3775,26.965,27.265,293461600,109.06,-3.01,228014860,2015-09,71
30/09/2015,27.5425,27.885,27.1825,27.575,265892000,110.3,1.14,225940280,2015-09,71
01/10/2015,27.2675,27.405,26.8275,27.395,255716400,109.58,-0.65,226348340,2015-10,61
02/10/2015,27.0025,27.7525,26.8875,27.595,232079200,110.38,0.73,227305520,2015-10,61
05/10/2015,27.47,27.8425,27.2675,27.695,208258800,110.78,0.36,227719200,2015-10,61
06/10/2015,27.6575,27.935,27.4425,27.8275,192787200,111.31,0.48,226389840,2015-10,61
07/10/2015,27.935,27.9425,27.3525,27.695,187062400,110.78,-0.48,218740800,2015-10,61
08/10/2015,27.5475,27.5475,27.0525,27.375,247918400,109.5,-1.16,218558160,2015-10,61
09/10/2015,27.5,28.07,27.3725,28.03,211064400,112.12,2.39,219128280,2015-10,61
12/10/2015,28.1825,28.1875,27.86,27.9,121868800,111.6,-0.46,213549040,2015-10,61
13/10/2015,27.705,28.1125,27.67,27.9475,132197200,111.79,0.17,211490660,2015-10,61
14/10/2015,27.8225,27.88,27.39,27.5525,177849600,110.21,-1.41,212948440,2015-10,61
15/10/2015,27.7325,28.025,27.6225,27.965,150694000,111.86,1.5,207660620,2015-10,61
16/10/2015,27.945,28,27.6325,27.76,156930400,111.04,-0.73,200650080,2015-10,61
19/10/2015,27.7,27.9375,27.5275,27.9325,119036800,111.73,0.62,196557520,2015-10,61
20/10/2015,27.835,28.5425,27.705,28.4425,195871200,113.77,1.83,196281840,2015-10,61
21/10/2015,28.5,28.895,28.425,28.44,167180800,113.76,-0.01,197489540,2015-10,61
22/10/2015,28.5825,28.875,28.525,28.875,166616400,115.5,1.53,195776460,2015-10,61
23/10/2015,29.175,29.8075,29.0825,29.77,237467600,119.08,3.1,196419460,2015-10,61
26/10/2015,29.52,29.5325,28.73,28.82,265335200,115.28,-3.19,199264420,2015-10,61
27/10/2015,28.85,29.135,28.4975,28.6375,279537600,114.55,-0.63,198568220,2015-10,61
28/10/2015,29.2325,29.825,29.015,29.8175,342205600,119.27,4.12,202383900,2015-10,61
29/10/2015,29.675,30.1725,29.5675,30.1325,204909200,120.53,1.06,199843540,2015-10,61
30/10/2015,30.2475,30.305,29.8625,29.875,197461200,119.5,-0.85,198112640,2015-10,61
02/11/2015,30.2,30.34,29.9025,30.295,128813200,121.18,1.41,194140360,2015-11,55
03/11/2015,30.1975,30.8725,30.175,30.6425,182076000,122.57,1.15,193604800,2015-11,55
04/11/2015,30.7825,30.955,30.405,30.5,179544400,122,-0.46,193228900,2015-11,55
05/11/2015,30.4625,30.6725,30.045,30.23,158210800,120.92,-0.46,188743520,2015-11,55
06/11/2015,30.2775,30.4525,30.155,30.265,132169200,121.06,0.12,184798760,2015-11,55
09/11/2015,30.24,30.4525,30.0125,30.1425,135485600,120.57,-0.4,185479600,2015-11,55
10/11/2015,29.225,29.5175,29.015,29.1925,236511600,116.77,-3.15,190695320,2015-11,55
11/11/2015,29.0925,29.355,28.8025,29.0275,180872000,116.11,-0.57,190846440,2015-11,55
12/11/2015,29.065,29.205,28.9125,28.93,130102400,115.72,-0.34,189816860,2015-11,55
13/11/2015,28.8,28.8925,28.0675,28.085,183249600,112.34,-2.92,191132820,2015-11,55
16/11/2015,27.845,28.56,27.75,28.545,152426800,114.18,1.64,192802320,2015-11,55
17/11/2015,28.73,28.7625,28.33,28.4225,110467600,113.69,-0.43,188532140,2015-11,55
18/11/2015,28.94,29.3725,28.875,29.3225,186698800,117.29,3.17,189508040,2015-11,55
19/11/2015,29.41,29.9375,29.19,29.695,173183200,118.78,1.27,189836380,2015-11,55
20/11/2015,29.8,29.98,29.7125,29.825,137148400,119.3,0.44,184820420,2015-11,55
23/11/2015,29.8175,29.9325,29.335,29.4375,129930000,117.75,-1.3,178050160,2015-11,55
24/11/2015,29.3325,29.8375,29.28,29.72,171212800,118.88,0.96,172633920,2015-11,55
25/11/2015,29.8025,29.8075,29.48,29.5075,85553200,118.03,-0.71,159801300,2015-11,55
27/11/2015,29.5725,29.6025,29.4,29.4525,52185600,117.81,-0.19,152165120,2015-11,55
30/11/2015,29.4975,29.8525,29.4375,29.575,156721200,118.3,0.42,150128120,2015-11,55
01/12/2015,29.6875,29.7025,29.215,29.335,139409600,117.34,-0.81,150657940,2015-12,55
02/12/2015,29.335,29.5275,29.02,29.07,133546400,116.28,-0.9,148231460,2015-12,55
03/12/2015,29.1375,29.1975,28.555,28.8,166278000,115.2,-0.93,147568140,2015-12,55
04/12/2015,28.8225,29.8125,28.7775,29.7575,231108000,119.03,3.32,151213000,2015-12,55
07/12/2015,29.745,29.965,29.4525,29.57,128336800,118.28,-0.63,151021380,2015-12,55
08/12/2015,29.38,29.65,29.215,29.5575,137238000,118.23,-0.04,151109000,2015-12,55
09/12/2015,29.41,29.4225,28.77,28.905,185445600,115.62,-2.21,148555700,2015-12,55
10/12/2015,29.01,29.235,28.8775,29.0425,116850800,116.17,0.48,145354640,2015-12,55
11/12/2015,28.7975,28.8475,28.2125,28.295,187544800,113.18,-2.57,148226760,2015-12,55
14/12/2015,28.045,28.17,27.4475,28.12,257274800,112.48,-0.62,151928020,2015-12,55
15/12/2015,27.985,28.2,27.5875,27.6225,213292400,110.49,-1.77,154971300,2015-12,55
16/12/2015,27.7675,27.9975,27.2,27.835,224954000,111.34,0.77,160695620,2015-12,55
17/12/2015,28.005,28.0625,27.245,27.245,179091200,108.98,-2.12,160315240,2015-12,55
18/12/2015,27.2275,27.38,26.4525,26.5075,385813200,106.03,-2.71,170946740,2015-12,55
21/12/2015,26.82,26.8425,26.3925,26.8325,190362400,107.33,1.23,173607440,2015-12,55
22/12/2015,26.85,26.93,26.6125,26.8075,131157600,107.23,-0.09,173668820,2015-12,55
23/12/2015,26.8175,27.2125,26.8,27.1525,130629600,108.61,1.29,171639660,2015-12,55
24/12/2015,27.25,27.25,26.9875,27.0075,54281600,108.03,-0.53,170076080,2015-12,55
28/12/2015,26.8975,26.9225,26.545,26.705,106816800,106.82,-1.12,172807640,2015-12,55
29/12/2015,26.74,27.3575,26.715,27.185,123724800,108.74,1.8,171157820,2015-12,55
30/12/2015,27.145,27.175,26.795,26.83,100855200,107.32,-1.31,169230100,2015-12,55
31/12/2015,26.7525,26.7575,26.205,26.315,163649200,105.26,-1.92,170735240,2015-12,55
04/01/2016,25.6525,26.3425,25.5,26.3375,270597600,105.35,0.09,175951220,2016-01,47
05/01/2016,26.4375,26.4625,25.6025,25.6775,223164000,102.71,-2.51,175554020,2016-01,47
06/01/2016,25.14,25.5925,24.9675,25.175,273829600,100.7,-1.96,182828660,2016-01,47
07/01/2016,24.67,25.0325,24.1075,24.1125,324377600,96.45,-4.22,192185640,2016-01,47
08/01/2016,24.6375,24.7775,24.19,24.24,283192000,96.96,0.53,197072960,2016-01,47
11/01/2016,24.7425,24.765,24.335,24.6325,198957600,98.53,1.62,201178300,2016-01,47
12/01/2016,25.1375,25.1725,24.71,24.99,196616800,99.96,1.45,201631900,2016-01,47
13/01/2016,25.08,25.2975,24.325,24.3475,249758400,97.39,-2.57,201256080,2016-01,47
14/01/2016,24.49,25.12,23.935,24.88,252680400,99.52,2.19,203225480,2016-01,47
15/01/2016,24.05,24.4275,23.84,24.2825,319335600,97.13,-2.4,207944560,2016-01,47
19/01/2016,24.6025,24.6625,23.875,24.165,212350800,96.66,-0.48,209607540,2016-01,47
20/01/2016,23.775,24.5475,23.355,24.1975,289337600,96.79,0.13,204783760,2016-01,47
21/01/2016,24.265,24.47,23.735,24.075,208646000,96.3,-0.51,205697940,2016-01,47
22/01/2016,24.6575,25.365,24.5925,25.355,263202000,101.42,5.32,212300160,2016-01,47
25/01/2016,25.38,25.3825,24.8025,24.86,207178000,99.44,-1.95,216127580,2016-01,47
26/01/2016,24.9825,25.22,24.5175,24.9975,300308000,99.99,0.55,228428900,2016-01,47
27/01/2016,24.01,24.1575,23.335,23.355,533478800,93.42,-6.57,249762000,2016-01,47
28/01/2016,23.4475,23.63,23.0975,23.5225,222715200,94.09,0.72,254711520,2016-01,47
29/01/2016,23.6975,24.335,23.5875,24.335,257666000,97.34,3.45,262552060,2016-01,47
01/02/2016,24.1175,24.1775,23.85,24.1075,163774000,96.43,-0.93,262558300,2016-02,49
02/02/2016,23.855,24.01,23.57,23.62,149428800,94.48,-2.02,256499860,2016-02,49
03/02/2016,23.75,24.21,23.52,24.0875,183857200,96.35,1.98,254534520,2016-02,49
04/02/2016,23.965,24.3325,23.7975,24.15,185886800,96.6,0.8,250137380,2016-02,49
05/02/2016,24.13,24.23,23.4225,23.505,185672400,94.02,-2.67,243202120,2016-02,49
08/02/2016,23.2825,23.925,23.26,23.7525,216085600,95.01,1.05,239846800,2016-02,49
09/02/2016,23.5725,23.985,23.4825,23.7475,177324800,94.99,-0.02,238765160,2016-02,49
10/02/2016,23.98,24.0875,23.525,23.5675,169374400,94.27,-0.76,237403040,2016-02,49
11/02/2016,23.4475,23.68,23.1475,23.425,200298800,93.7,-0.6,234930060,2016-02,49
12/02/2016,23.5475,23.625,23.2525,23.4975,161405600,93.99,0.31,230366320,2016-02,49
16/02/2016,23.755,24.2125,23.6525,24.16,196231600,96.64,2.82,224211120,2016-02,49
17/02/2016,24.1675,24.5525,24.0375,24.53,179452800,98.12,1.53,222566220,2016-02,49
18/02/2016,24.71,24.7225,24.0225,24.065,156084000,96.26,-1.9,215903540,2016-02,49
19/02/2016,24,24.19,23.95,24.01,141496800,96.04,-0.23,212546080,2016-02,49
22/02/2016,24.0775,24.225,23.98,24.22,137123200,96.88,0.87,206242140,2016-02,49
23/02/2016,24.1,24.125,23.6375,23.6725,127770400,94.69,-2.26,202271760,2016-02,49
24/02/2016,23.495,24.095,23.33,24.025,145022800,96.1,1.49,194507500,2016-02,49
25/02/2016,24.0125,24.19,23.8125,24.19,110330800,96.76,0.69,173350100,2016-02,49
26/02/2016,24.3,24.505,24.145,24.2275,115964400,96.91,0.15,168012560,2016-02,49
29/02/2016,24.215,24.5575,24.1625,24.1725,140865200,96.69,-0.23,162172520,2016-02,49
01/03/2016,24.4125,25.1925,24.355,25.1325,201628400,100.53,3.97,164065240,2016-03,55
02/03/2016,25.1275,25.2225,24.91,25.1875,132678400,100.75,0.22,163227720,2016-03,55
03/03/2016,25.145,25.4275,25.1125,25.375,147822800,101.5,0.74,161426000,2016-03,55
04/03/2016,25.5925,25.9375,25.3425,25.7525,184220400,103.01,1.49,161342680,2016-03,55
07/03/2016,25.5975,25.7075,25.24,25.4675,143315600,101.87,-1.11,159224840,2016-03,55
08/03/2016,25.195,25.44,25.1,25.2575,126247600,101.03,-0.82,154732940,2016-03,55
09/03/2016,25.3275,25.395,25.0675,25.28,108806800,101.12,0.09,151307040,2016-03,55
10/03/2016,25.3525,25.56,25.0375,25.2925,134054400,101.17,0.05,149541040,2016-03,55
11/03/2016,25.56,25.57,25.375,25.565,109632800,102.26,1.08,145007740,2016-03,55
14/03/2016,25.4775,25.7275,25.445,25.63,100304400,102.52,0.25,141952680,2016-03,55
15/03/2016,25.99,26.295,25.9625,26.145,160270800,104.58,2.01,140154640,2016-03,55
16/03/2016,26.1525,26.5775,26.1475,26.4925,153214000,105.97,1.33,138842700,2016-03,55
17/03/2016,26.38,26.6175,26.24,26.45,137682800,105.8,-0.16,137922640,2016-03,55
18/03/2016,26.585,26.625,26.2975,26.48,176820800,105.92,0.11,139688840,2016-03,55
21/03/2016,26.4825,26.9125,26.285,26.4775,142010800,105.91,-0.01,139933220,2016-03,55
22/03/2016,26.3125,26.8225,26.3025,26.68,129777600,106.72,0.76,140033580,2016-03,55
23/03/2016,26.62,26.7675,26.475,26.5325,102814000,106.13,-0.55,137923140,2016-03,55
24/03/2016,26.3675,26.5625,26.2225,26.4175,104532000,105.67,-0.43,137633200,2016-03,55
28/03/2016,26.5,26.5475,26.265,26.2975,77645600,105.19,-0.45,135717260,2016-03,55
29/03/2016,26.2225,26.9475,26.22,26.92,124760400,107.68,2.37,134912020,2016-03,55
30/03/2016,27.1625,27.605,27.15,27.39,182404400,109.56,1.75,133950820,2016-03,55
31/03/2016,27.43,27.475,27.22,27.2475,103553600,108.99,-0.52,132494580,2016-03,55
01/04/2016,27.195,27.5,27.05,27.4975,103496000,109.99,0.92,130278240,2016-04,47
04/04/2016,27.605,28.0475,27.5675,27.78,149424800,111.12,1.03,128538460,2016-04,47
05/04/2016,27.3775,27.6825,27.355,27.4525,106314800,109.81,-1.18,126688420,2016-04,47
06/04/2016,27.5575,27.745,27.3,27.74,105616400,110.96,1.05,125656860,2016-04,47
07/04/2016,27.4875,27.605,27.03,27.135,127207600,108.54,-2.18,126576900,2016-04,47
08/04/2016,27.2275,27.4425,27.0425,27.165,94326800,108.66,0.11,124590520,2016-04,47
11/04/2016,27.2425,27.6525,27.2075,27.255,117630000,109.02,0.33,124990380,2016-04,47
12/04/2016,27.335,27.625,27.165,27.61,108929200,110.44,1.3,125421620,2016-04,47
13/04/2016,27.7,28.085,27.7,28.01,133029200,112.04,1.45,124059540,2016-04,47
14/04/2016,27.905,28.0975,27.8325,28.025,101895600,112.1,0.05,121493620,2016-04,47
15/04/2016,28.0275,28.075,27.4325,27.4625,187756000,109.85,-2.01,123997280,2016-04,47
18/04/2016,27.2225,27.2375,26.735,26.87,243286000,107.48,-2.16,127320540,2016-04,47
19/04/2016,26.97,27,26.5575,26.7275,129539600,106.91,-0.53,126696980,2016-04,47
20/04/2016,26.66,27.0225,26.515,26.7825,122444000,107.13,0.21,126330300,2016-04,47
21/04/2016,26.7325,26.7325,26.38,26.4925,126210000,105.97,-1.08,127500100,2016-04,47
22/04/2016,26.2525,26.62,26.155,26.42,134732400,105.68,-0.27,129010120,2016-04,47
25/04/2016,26.25,26.4125,26.1275,26.27,112126400,105.08,-0.57,130734160,2016-04,47
26/04/2016,25.9775,26.325,25.9775,26.0875,224064800,104.35,-0.69,135699380,2016-04,47
27/04/2016,24,24.6775,23.92,24.455,458408400,97.82,-6.26,149499580,2016-04,47
28/04/2016,24.4025,24.47,23.5625,23.7075,328970800,94.83,-3.06,160770440,2016-04,47
29/04/2016,23.4975,23.68,23.1275,23.435,274126000,93.74,-1.15,169301940,2016-04,47
02/05/2016,23.4925,23.52,23.1,23.41,192640400,93.64,-0.11,171462720,2016-05,44
03/05/2016,23.55,23.935,23.42,23.795,227325200,95.18,1.64,177513240,2016-05,44
04/05/2016,23.8,23.975,23.455,23.5475,164102000,94.19,-1.04,180437520,2016-05,44
05/05/2016,23.5,23.5175,23.17,23.31,143562000,93.24,-0.41,181255240,2016-05,44
06/05/2016,23.3425,23.3625,22.9625,23.18,174799600,92.72,-0.56,185278880,2016-05,44
09/05/2016,23.25,23.4425,23.1475,23.1975,131745600,92.79,0.08,185984660,2016-05,44
10/05/2016,23.3325,23.3925,23.0275,23.355,134747200,93.42,0.68,187275560,2016-05,44
11/05/2016,23.37,23.3925,23.115,23.1275,114876400,92.51,-0.97,186367920,2016-05,44
12/05/2016,23.18,23.195,22.3675,22.585,305258800,90.34,-2.35,196536080,2016-05,44
13/05/2016,22.5,22.9175,22.5,22.63,177571200,90.52,0.2,196026840,2016-05,44
16/05/2016,23.0975,23.5975,22.9125,23.47,245039200,93.88,3.71,196114500,2016-05,44
17/05/2016,23.6375,23.675,23.2525,23.3725,187667600,93.49,-0.42,199020900,2016-05,44
18/05/2016,23.54,23.8025,23.4725,23.64,168249600,94.56,1.14,201311180,2016-05,44
19/05/2016,23.66,23.66,23.3925,23.55,121768400,94.2,-0.38,201089100,2016-05,44
20/05/2016,23.66,23.8575,23.63,23.805,128104000,95.22,1.08,200757680,2016-05,44
23/05/2016,23.9675,24.2975,23.9175,24.1075,152074400,96.43,1.27,202755080,2016-05,44
24/05/2016,24.305,24.5225,24.21,24.475,140560800,97.9,1.52,198579880,2016-05,44
25/05/2016,24.6675,24.935,24.5275,24.905,152675200,99.62,1.76,183293220,2016-05,44
26/05/2016,24.92,25.1825,24.66,25.1025,225324800,100.41,0.79,178110920,2016-05,44
27/05/2016,24.86,25.1175,24.8125,25.0875,145364800,100.35,-0.06,171672860,2016-05,44
31/05/2016,24.9,25.1,24.705,24.965,169228800,99.86,-0.49,170502280,2016-05,44
01/06/2016,24.755,24.885,24.5825,24.615,116693200,98.46,-1.4,164970680,2016-06,49
02/06/2016,24.4,24.46,24.1575,24.43,160766400,97.72,-0.75,164803900,2016-06,49
03/06/2016,24.4475,24.5675,24.3625,24.48,114019600,97.92,0.2,163326780,2016-06,49
06/06/2016,24.4975,25.4725,24.3875,24.6575,93170000,98.63,0.73,159245300,2016-06,49
07/06/2016,24.8125,24.9675,24.74,24.7575,89638000,99.03,0.41,157139920,2016-06,49
08/06/2016,24.755,24.89,24.67,24.735,83392400,98.94,-0.09,154572180,2016-06,49
09/06/2016,24.625,24.9975,24.615,24.9125,106405600,99.65,0.72,154148640,2016-06,49
10/06/2016,24.6325,24.8375,24.62,24.7075,126851600,98.83,-0.82,145228280,2016-06,49
13/06/2016,24.6725,24.78,24.275,24.335,152082000,97.34,-1.51,143953820,2016-06,49
14/06/2016,24.33,24.62,24.1875,24.365,127727600,97.46,0.12,138088240,2016-06,49
15/06/2016,24.455,24.6025,24.2575,24.285,117780800,97.14,-0.33,134593900,2016-06,49
16/06/2016,24.1125,24.4375,24.0175,24.3875,125307200,97.55,0.42,132446780,2016-06,49
